,crc_str,as_id,gene_names,cancer_type,pearson_coefficient,p_value,adjusted_p_value,gene_function
11171,chr19_42355744,50157,MEGF8,coad,0.2645351068445184,1.116233508424946e-10,1.7137300742290606e-08,
3345,chr12_131909849,25222,ULK1,coad,0.26399857408535427,1.2206653958587114e-10,1.8645972170579156e-08,unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]
5837,chr14_50429215,27482,MAP4K5,coad,0.2638920933143688,1.2424954393578983e-10,1.8884057569537503e-08,
10856,chr19_2115164,46577,AP3D1,coad,0.26378555303194295,1.2647184148669043e-10,1.912570422882476e-08,
15940,chr22_31134311,61818,INPP5J,coad,0.26375231781003206,1.2717298148074524e-10,1.913605385514995e-08,
10860,chr19_2121884,46577,AP3D1,coad,0.26354423084241807,1.31649761839455e-10,1.9711619043734242e-08,
6141,chr14_73266789,28276,PAPLN,coad,0.263358573753408,1.3577339151777408e-10,2.0197411107090558e-08,
21462,chr4_2646673,68579,FAM193A,coad,0.2633383615758889,1.3622985173901384e-10,2.0197411107090558e-08,
9435,chr17_50358193,42366,XYLT2,coad,0.263040226184956,1.4313907767093427e-10,2.111825075198735e-08,
10564,chr19_1095322,46382,POLR2E,coad,0.2629647497206981,1.449417059600733e-10,2.128039755709911e-08,
891,chr10_70230376,12045,PPA1,coad,0.26284780408291974,1.4777853967056365e-10,2.1592086629643467e-08,
26536,chr7_74536200,80080,GTF2IRD1,coad,0.2625588135769453,1.5502288768928362e-10,2.254166941424223e-08,
22578,chr5_140657486,73709,IK,coad,0.26241847026075144,1.5866470975898996e-10,2.2960833237610774e-08,IK cytokine [Source:HGNC Symbol;Acc:HGNC:5958]
8532,chr16_89863797,38152,SPIRE2,coad,0.2618481741108557,1.7434056077552055e-10,2.5109191717407708e-08,
9750,chr17_66096268,43098,CEP112,coad,0.26127980521865685,1.9146116242240768e-10,2.7314824799366602e-08,
30480,chrX_70407000,89372,KIF4A,coad,0.2610092890621829,2.0017475108621458e-10,2.829105302150729e-08,kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]
893,chr10_71615490,12058,CDH23,coad,0.2606668337506768,2.1176121411018122e-10,2.9789385677964794e-08,cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]
10663,chr19_15119550,48054,ILVBL,coad,0.2605745959099457,2.1499202277215838e-10,3.010385985529597e-08,
8613,chr17_1638833,38357,SCARF1,coad,0.2604637763232004,2.1893724059545034e-10,3.0515008487600903e-08,
12858,chr1_202160583,9402,PTPN7,coad,0.26004951836641155,2.3431928968217256e-10,3.2360670851311915e-08,
22416,chr5_132643025,73290,RAD50,coad,0.2600181445151162,2.3552621157227904e-10,3.2379501222743545e-08,
16102,chr22_39149840,62286,CBX7,coad,0.25974136848252655,2.4643922069828247e-10,3.357456860369168e-08,
8615,chr17_1640455,38357,SCARF1,coad,0.2591447386342638,2.716653753123164e-10,3.6845377920722016e-08,
24598,chr6_26412326,75658,BTN3A1,coad,0.2590957150597214,2.738465246536283e-10,3.697539347387941e-08,
14191,chr1_51783880,2960,OSBPL9,coad,0.2590635472683491,2.752869873905501e-10,3.700468859389861e-08,
10120,chr18_22992890,44784,RBBP8,coad,0.2588639673551058,2.8439045732725993e-10,3.805924505249105e-08,
8425,chr16_84617608,37853,COTL1,coad,0.25880075616756426,2.873343770085511e-10,3.828382481331995e-08,
15642,chr21_41810335,60681,PRDM15,coad,0.2587407062087845,2.9015854969354107e-10,3.8490549717022584e-08,
24050,chr6_12119865,75356,HIVEP1,coad,0.2578998413467689,3.326614765401278e-10,4.393601029675182e-08,
10446,chr18_739720,44477,YES1,coad,0.257616722819385,3.4829217884095234e-10,4.580042151758523e-08,
11527,chr19_56555211,52182,ZFP28,coad,0.2573493322617098,3.637098981933819e-10,4.7620804635752533e-08,
8993,chr17_37529809,40526,SYNRG,coad,0.2564411227400384,4.2120123085246163e-10,5.467481213361675e-08,
10700,chr19_1619153,46532,TCF3,coad,0.2558570094843151,4.627539863126315e-10,5.981194152147667e-08,
22069,chr4_86701751,69831,PTPN13,coad,0.2556975671231422,4.747729495566113e-10,6.110428876314769e-08,
10808,chr19_1915033,46562,SCAMP4,coad,0.2555787369614134,4.839275974492456e-10,6.201860247818827e-08,secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]
23151,chr5_181045564,75035,BTNL9,coad,0.255272978749582,5.08280159466194e-10,6.4864697987574e-08,butyrophilin like 9 [Source:HGNC Symbol;Acc:HGNC:24176]
21532,chr4_3766852,68651,ADRA2C,coad,0.25517886525053557,5.160131561938086e-10,6.557486516420899e-08,
15208,chr20_47639798,59724,NCOA3,coad,0.2550039090411565,5.306941686719011e-10,6.687852138117353e-08,
2963,chr12_109908699,24365,TCHP,coad,0.2547481933016916,5.528856999770057e-10,6.938600828134662e-08,
7421,chr15_90904190,32507,MAN2A2,coad,0.2543821064519808,5.86234554778753e-10,7.326720706315449e-08,
21468,chr4_2699757,68579,FAM193A,coad,0.2538946473462616,6.336925794884047e-10,7.887255994496627e-08,
17522,chr2_219443999,57696,SPEG,coad,0.2537582604130607,6.476269901937742e-10,8.025134985969112e-08,
18142,chr2_38602880,53258,HNRNPLL,coad,0.25373457520277054,6.500770611877772e-10,8.025134985969112e-08,
21317,chr4_177322416,71226,NEIL3,coad,0.25353753615344504,6.708120330458328e-10,8.228540341126963e-08,nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573]
25757,chr7_140337362,81982,SLC37A3,coad,0.25352647236384174,6.719951940017721e-10,8.228540341126963e-08,
22582,chr5_140659103,73709,IK,coad,0.25345730838251196,6.794377414855669e-10,8.28612681098023e-08,IK cytokine [Source:HGNC Symbol;Acc:HGNC:5958]
11593,chr19_7554273,47108,PNPLA6,coad,0.25338674645760967,6.871133511450645e-10,8.338963162046595e-08,patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268]
17520,chr2_219441519,57696,SPEG,coad,0.2533669267477887,6.892844405725405e-10,8.338963162046595e-08,
896,chr10_71791196,12058,CDH23,coad,0.253263351898856,7.007392623466389e-10,8.443768521782508e-08,cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]
2176,chr11_61011179,16136,CD6,coad,0.2532004302621428,7.077882696492404e-10,8.494863577595745e-08,
7703,chr16_2284871,33265,ABCA3,coad,0.2530693186072337,7.226988516347111e-10,8.639536271814956e-08,
8617,chr17_1640560,38357,SCARF1,coad,0.25294585780261025,7.370184635216474e-10,8.776032846146544e-08,
16084,chr22_38645687,62247,FAM227A,coad,0.2527294934583211,7.627820481365972e-10,9.047193351329953e-08,
27925,chr8_89924633,84387,OSGIN2,coad,0.25237991972649754,8.062696613031015e-10,9.52563511957512e-08,
10116,chr18_22975243,44784,RBBP8,coad,0.2516611340971209,9.033975849176032e-10,1.0631618659857162e-07,
18114,chr2_37247223,53221,NDUFAF7,coad,0.2515549427925795,9.186793469521627e-10,1.0769556918049675e-07,
16110,chr22_39529558,62314,RPS19BP1,coad,0.2508565813808544,1.0256291983659879e-09,1.1976893862771934e-07,
5482,chr14_105150750,29601,JAG2,coad,0.2507170777990536,1.0483995235048e-09,1.2195709072462567e-07,
13873,chr1_36171316,1756,MAP7D1,coad,0.25055882108040284,1.0748262065649122e-09,1.2407678861662506e-07,
30303,chrX_49166131,89090,MAGIX,coad,0.2500529443416196,1.1637185561308825e-09,1.3382763395505148e-07,
25271,chr7_100399522,80938,PILRA,coad,0.2498350742019271,1.2041684697428444e-09,1.3795483093701642e-07,
19756,chr3_182947693,67766,DCUN1D1,coad,0.24976463253269324,1.2175367685314682e-09,1.3895999835560096e-07,
6571,chr15_40091899,29947,BMF,coad,0.24952167514781115,1.264761117602396e-09,1.4326853933290063e-07,
10186,chr18_260109,44444,THOC1,coad,0.24926110500380694,1.317387743579329e-09,1.4867310561401792e-07,
5664,chr14_32824153,27135,AKAP6,coad,0.24898150676963587,1.3762247642117375e-09,1.5473575462298884e-07,
15868,chr22_27853545,61520,PITPNB,coad,0.24894153951570344,1.384841212325818e-09,1.5512786098812728e-07,
16752,chr2_161160866,55730,TANK,coad,0.24852564785951797,1.4776723318335643e-09,1.6454655310476002e-07,
28761,chr9_137455663,88305,NSMF,coad,0.2485164004993568,1.4798036847245734e-09,1.6454655310476002e-07,
21372,chr4_184765796,71316,ACSL1,coad,0.24842877252124884,1.5001492762894623e-09,1.6559129511450652e-07,
30478,chrX_70404098,89372,KIF4A,coad,0.2482356587461801,1.545951251802839e-09,1.7002652949373405e-07,kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]
18332,chr2_55362321,53613,CCDC88A,coad,0.24806553537794557,1.5874243971966758e-09,1.7332725954228687e-07,
24672,chr6_35890924,75933,SRPK1,coad,0.2479352116371425,1.6199246322531565e-09,1.7623964209531193e-07,
5772,chr14_44900673,27387,C14orf28,coad,0.24774596893870565,1.6682722122508228e-09,1.808490790664019e-07,
17101,chr2_190659752,56577,NAB1,coad,0.24748932912607155,1.7360845079594688e-09,1.8752812836869335e-07,
21925,chr4_73258457,69480,ANKRD17,coad,0.2474225797918505,1.7541561990391814e-09,1.888058869748756e-07,
18280,chr2_48457903,53525,PPP1R21,coad,0.2473530635615548,1.7731713153529863e-09,1.901757674923797e-07,
3075,chr12_113288128,24631,TPCN1,coad,0.2472597279975706,1.7990171607526562e-09,1.9226598596100386e-07,
28219,chr9_110546180,87186,SVEP1,coad,0.24709688876181454,1.844988689030894e-09,1.9579537859557683e-07,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]"
15654,chr21_42259519,60705,ABCG1,coad,0.24693893447943305,1.8906708424416002e-09,1.9994174695680488e-07,
8619,chr17_1640702,38357,SCARF1,coad,0.24665485755902972,1.9756102954259684e-09,2.067554788413786e-07,
10510,chr19_10116965,47465,EIF3G,coad,0.24653223249104458,2.0134106854898225e-09,2.0998484890565407e-07,
30037,chrX_20188485,88667,RPS6KA3,coad,0.24622572658993808,2.1109938651859205e-09,2.1940553076477034e-07,
13806,chr1_33624553,1687,CSMD2,coad,0.24557513030986974,2.3335938723014845e-09,2.417107762594466e-07,CUB and Sushi multiple domains 2 [Source:HGNC Symbol;Acc:HGNC:19290]
1336,chr11_108134201,18599,ACAT1,coad,0.2455006708319979,2.360479505774529e-09,2.436611012018793e-07,
2000,chr11_45914405,15516,PEX16,coad,0.24509071308469407,2.5139820796750522e-09,2.5837849084177297e-07,
10661,chr19_15118004,48054,ILVBL,coad,0.24507477739416136,2.520140677742537e-09,2.5837849084177297e-07,
28113,chr9_100330183,87077,TEX10,coad,0.24477243422958983,2.6398011837849752e-09,2.679221033677066e-07,
16098,chr22_39138691,62286,CBX7,coad,0.2444993767681552,2.7526007388876242e-09,2.78436151664402e-07,
10971,chr19_35013732,49008,GRAMD1A,coad,0.2443795304953288,2.8035745837758737e-09,2.82647044287671e-07,
20834,chr4_108622659,70298,RPL34,coad,0.2439556600107343,2.991318550123661e-09,2.995775812863911e-07,
16100,chr22_39149758,62286,CBX7,coad,0.243897335227968,3.018089271396242e-09,3.010770757902189e-07,
1348,chr11_108838624,18623,DDX10,coad,0.2438797628447568,3.026200398089818e-09,3.010770757902189e-07,DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]
29840,chrX_136511594,90209,HTATSF1,coad,0.24366862356883057,3.1253295033393085e-09,3.099199699294996e-07,
11933,chr1_1374607,147,AURKAIP1,coad,0.24353950836607446,3.187494779884191e-09,3.1480575879593305e-07,
11705,chr1_1090878,10,C1orf159,coad,0.2435232314571908,3.195416364699998e-09,3.1480575879593305e-07,
27398,chr8_244597,82544,ZNF596,coad,0.2435013321767771,3.20610439307484e-09,3.1483320574204067e-07,
15724,chr21_46411177,60937,PCNT,coad,0.24310848919677816,3.4038352769076917e-09,3.3209354177442945e-07,
2236,chr11_62801006,16435,NXF1,coad,0.2428645496447409,3.5325241388703095e-09,3.435408121547669e-07,
24798,chr6_43204411,76255,CUL9,coad,0.24279289187776246,3.5712160516723052e-09,3.46190479111631e-07,
22586,chr5_141518956,73800,DIAPH1,coad,0.24211852571168777,3.956086090819778e-09,3.822741974979047e-07,
11703,chr1_1090294,10,C1orf159,coad,0.24188842644405284,4.096396341265917e-09,3.936632447389227e-07,
25553,chr7_122360735,81608,CADPS2,coad,0.24188264879072774,4.099980892470182e-09,3.936632447389227e-07,
29635,chrX_118410847,89936,WDR44,coad,0.24173419783361494,4.19313357777683e-09,4.0104139182709073e-07,
9513,chr17_5468718,38699,DHX33,coad,0.24171812224872213,4.20334340251902e-09,4.0104139182709073e-07,
22448,chr5_134304572,73366,CDKL3,coad,0.24164025421054153,4.253140982855279e-09,4.0451650637250916e-07,
29627,chrX_112823153,89909,AMOT,coad,0.24102473844645436,4.667442205535024e-09,4.4252912070973914e-07,
18855,chr3_10035155,63304,FANCD2,coad,0.24089370300899315,4.760568250110605e-09,4.499480835143602e-07,
15766,chr22_19177207,61041,SLC25A1,coad,0.24081246958987862,4.819203139761152e-09,4.540710248039752e-07,
16822,chr2_170017007,55896,UBR3,coad,0.24073644163704905,4.874715257468205e-09,4.5787504025504927e-07,
895,chr10_71694133,12058,CDH23,coad,0.2405277000099298,5.030338748446281e-09,4.7102970726550385e-07,cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]
23520,chr5_67054475,72280,MAST4,coad,0.2404223494780088,5.110700936879661e-09,4.769364740434635e-07,microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]
2212,chr11_61959528,16315,BEST1,coad,0.24038299188103474,5.141041723110909e-09,4.769656653849369e-07,
407,chr10_128077733,13457,PTPRE,coad,0.2400783892593252,5.381844855141945e-09,4.977795034977619e-07,
7077,chr15_67500801,31311,IQCH,coad,0.2399603276655426,5.478091429012572e-09,5.038481007327274e-07,
21470,chr4_2699848,68579,FAM193A,coad,0.23995706535525735,5.480774512847324e-09,5.038481007327274e-07,
671,chr10_37831895,11299,ZNF248,coad,0.23972960732805162,5.671024310422993e-09,5.18187704739406e-07,
19880,chr3_195569145,68181,APOD,coad,0.2395718112381819,5.806755961528414e-09,5.289919700494785e-07,
4768,chr13_113054107,26314,MCF2L,coad,0.23928434835334206,6.0621684278171235e-09,5.506014537517385e-07,
15990,chr22_35287312,61945,HMGXB4,coad,0.23925531211026713,6.088565243002781e-09,5.513432807623326e-07,
23528,chr5_67163889,72280,MAST4,coad,0.23904689593505124,6.281336201348416e-09,5.67101532566516e-07,microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]
16044,chr22_37650658,62132,SH3BP1,coad,0.23896470131819494,6.35897754498657e-09,5.724026066908298e-07,
673,chr10_37831979,11299,ZNF248,coad,0.23892589685765434,6.395955126515957e-09,5.738934775877725e-07,
24292,chr6_149378050,78073,TAB2,coad,0.23890757201538332,6.413489681754575e-09,5.738934775877725e-07,
25785,chr7_143382972,82114,ZYX,coad,0.23869040571966865,6.624874326311265e-09,5.910599528002484e-07,zyxin [Source:HGNC Symbol;Acc:HGNC:13200]
18495,chr2_69518969,53856,AAK1,coad,0.2382659065468935,7.057761375936305e-09,6.278293906329221e-07,
17087,chr2_189873670,56543,PMS1,coad,0.23818750331687477,7.140661148840142e-09,6.327051342355128e-07,
8443,chr16_8641185,33897,METTL22,coad,0.23817458483915116,7.154410841743938e-09,6.327051342355128e-07,
5656,chr14_32545545,27135,AKAP6,coad,0.23801890682913018,7.322138392098773e-09,6.456503663820041e-07,
15632,chr21_41466167,60670,TMPRSS2,coad,0.23784470631451532,7.514344303162958e-09,6.606725100266385e-07,transmembrane serine protease 2 [Source:HGNC Symbol;Acc:HGNC:11876]
8464,chr16_88697578,38012,RNF166,coad,0.2378087864518679,7.55458097974432e-09,6.622849325575853e-07,
9700,chr17_63932201,43025,CD79B,coad,0.23756347953088952,7.835008883132326e-09,6.84718056194574e-07,
16216,chr22_43064282,62566,TTLL1,coad,0.2375456755600879,7.855750223161422e-09,6.84718056194574e-07,
12123,chr1_153763768,7756,INTS3,coad,0.23750587579129623,7.90230906261504e-09,6.867969471229652e-07,
5847,chr14_50486074,27482,MAP4K5,coad,0.23733115139504812,8.10989187860667e-09,7.028185669583345e-07,
27927,chr8_89925507,84387,OSGIN2,coad,0.2372183875117745,8.246659288894218e-09,7.126291719788732e-07,
12037,chr1_150876425,7508,ARNT,coad,0.2371591381188583,8.319414482836793e-09,7.168680656222188e-07,
14277,chr1_59872979,3215,HOOK1,coad,0.23713229978798245,8.3525750324776e-09,7.16954941638891e-07,
809,chr10_63465612,11888,JMJD1C,coad,0.23693505961350997,8.600241482162505e-09,7.34786168440692e-07,
29607,chrX_110264442,89875,AMMECR1,coad,0.2368689152293334,8.68487956469747e-09,7.399272744627463e-07,
23632,chr5_73015568,72481,FCHO2,coad,0.23673139523765785,8.86344260769511e-09,7.530191619936477e-07,FCH and mu domain containing endocytic adaptor 2 [Source:HGNC Symbol;Acc:HGNC:25180]
12323,chr1_159936760,8424,IGSF9,coad,0.23665709671898688,8.96139152450576e-09,7.592080858786463e-07,
30470,chrX_69616928,89361,EDA,coad,0.23644947101567032,9.240704742117666e-09,7.806846785624268e-07,
16112,chr22_39532534,62314,RPS19BP1,coad,0.23619012576463225,9.601468601215558e-09,8.066567162326794e-07,
18857,chr3_10041769,63304,FANCD2,coad,0.23592261194193911,9.987890556359272e-09,8.367970910722609e-07,
7637,chr16_19023022,34279,TMC7,coad,0.23571559747463197,1.0297227613071369e-08,8.603305225340982e-07,
19465,chr3_14932441,63534,FGD5,coad,0.23568535642846497,1.0343186511841713e-08,8.617897411863708e-07,
5807,chr14_49802787,27444,NEMF,coad,0.23540356181981972,1.0781114128000634e-08,8.958098813224702e-07,
28443,chr9_125747681,87588,PBX3,coad,0.2353316313448615,1.0895746749787494e-08,9.02854412184446e-07,
20914,chr4_119268174,70457,USP53,coad,0.23523423382621053,1.1052849655150509e-08,9.108813019619268e-07,
11297,chr19_48861698,50820,PLEKHA4,coad,0.2350039712258427,1.1433045989698015e-08,9.396534672783056e-07,
29798,chrX_134425232,90146,PHF6,coad,0.23493269423310564,1.1553282102823885e-08,9.469621062328141e-07,
13897,chr1_36432597,1775,OSCP1,coad,0.23471779684103514,1.1923253614538498e-08,9.746454204640997e-07,
21089,chr4_143439684,70698,GAB1,coad,0.23462786005903508,1.2081475906149413e-08,9.849170856643907e-07,
3347,chr12_131917067,25222,ULK1,coad,0.234144955692919,1.2966447057222269e-08,1.0485833990526404e-06,unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]
28654,chr9_131592040,87968,RAPGEF1,coad,0.23409424726990624,1.3062939755049368e-08,1.0535696343772483e-06,Rap guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4568]
20419,chr3_50648001,65092,MAPKAPK3,coad,0.23405418950456808,1.313965698728e-08,1.0541511040918913e-06,
23940,chr6_109701835,77209,FIG4,coad,0.2340359617831495,1.3174710442940483e-08,1.0541511040918913e-06,
11073,chr19_39376820,49801,SAMD4B,coad,0.23388927979870777,1.3460110106472734e-08,1.0741451983384376e-06,
24800,chr6_43205993,76255,CUL9,coad,0.23372751303001324,1.3781806898335359e-08,1.0969230253688236e-06,
17211,chr2_200416274,56732,SPATS2L,coad,0.2334360885811449,1.4380244041055798e-08,1.1415498189546788e-06,
12121,chr1_153761627,7756,INTS3,coad,0.23308146221831744,1.5142477164920277e-08,1.1943455099528964e-06,
14203,chr1_52359780,3001,CC2D1B,coad,0.2330761073272908,1.5154281694047456e-08,1.1943455099528964e-06,
10028,chr17_81559354,44130,NPLOC4,coad,0.2330717992984558,1.5163784950302933e-08,1.1943455099528964e-06,
16210,chr22_43046396,62566,TTLL1,coad,0.23298312408392732,1.5360684608118268e-08,1.2067114440845117e-06,
23373,chr5_53100553,71995,MOCS2,coad,0.23293433209517062,1.5470079222680923e-08,1.2121568551554004e-06,
13871,chr1_36171030,1756,MAP7D1,coad,0.23281419784831953,1.5742654098078405e-08,1.230327062522949e-06,
27803,chr8_67091792,84078,CSPP1,coad,0.23258766489480476,1.6269351311542114e-08,1.2682127072618332e-06,
399,chr10_128047449,13457,PTPRE,coad,0.2325081896804609,1.6458147558517903e-08,1.2796315498904216e-06,
675,chr10_37832147,11299,ZNF248,coad,0.23248886671055258,1.6504369691851808e-08,1.2799350290514305e-06,
757,chr10_5963844,10674,IL15RA,coad,0.23241357847442964,1.668566771409617e-08,1.2906854731786154e-06,
19202,chr3_127576813,66605,TPRA1,coad,0.2323707639621324,1.6789626162339757e-08,1.2954138859182805e-06,
7635,chr16_19009177,34279,TMC7,coad,0.2322395468690377,1.7112158753317118e-08,1.3169395457864536e-06,
12577,chr1_175160791,9045,KIAA0040,coad,0.23220415652760304,1.720017097433548e-08,1.3203532261897884e-06,
16156,chr22_41793944,62455,MEI1,coad,0.23217529167263537,1.7272279451512564e-08,1.3225318785088543e-06,
3007,chr12_111453662,24515,ATXN2,coad,0.2320070336790052,1.7698475713890958e-08,1.3517434292086668e-06,
10568,chr19_11018798,47607,SMARCA4,coad,0.23198140559349878,1.7764278865821358e-08,1.3533516732916046e-06,
